"","Site","EAP.Acc.","Provenience..field.number.","ID.Catalog...cat..element.or.portion.","Specimen.Catalog...cat..organism.","Cantryll.Test...test..analyst.sample.number.","Period","Date","ID","Element","Side","Description.completeness","Age..modern.only.","Fusion","Cantryll.notes","variable","value","template"
"32108","Piedras Negras","EAP0629","PN-56A-5-6","","n/a","813PN","","","Odocoileus virginianus","radius","right","almost complete",NA,"fused","813PN radius Odocoileus v. proximal 50%","Femur.GL",NA,"Femur length"
"32109","Piedras Negras","EAP0629","PN-23C-1-7","","n/a","733PN","Naba (A.D. 350 - 560 = ~A.D. 455)","A.D.350-560","Odocoileus virginianus","tibia","right","distal",NA,"fused","733PN tibia Odocoileus v. distal 20% significant trowel trauma Bd is suspect incised grooves on both anterior and posterior surfaces.  ","Femur.GL",NA,"Femur length"
"32110","Piedras Negras","EAP0629","PN-46F-9-3","","n/a","760PN","Chacalhaaz (A.D. 750 - 850 = ~A.D. 800)","A.D.750-850","Odocoileus virginianus","scapula","left","distal",NA,"fused glenoid cavity","760PN scapula Odocoileus v. glenoid and scapular neck.  ","Femur.GL",NA,"Femur length"
"32111","Piedras Negras","EAP0629","PN-46F-31-3","","n/a","759PN","Chacalhaaz, late","810-830","Odocoileus virginianus","radius","left","proximal",NA,"fused proximal","","Femur.GL",NA,"Femur length"
"32112","Piedras Negras","EAP0629","PN-46I-4-4","","n/a","766PN","Chacalhaaz, early","730-810","Odocoileus virginianus","radius","left","proximal",NA,"fused proximal","766PN radius Odocoileus v. proximal 30% the .5 value on the data sheet is optimistic. Minor erosion around the lip should not impact measurements.  ","Femur.GL",NA,"Femur length"
"32113","Piedras Negras","EAP0629","PN-46F-17-3","","n/a","761PN","Chacalhaaz, Late","810-830","Odocoileus virginianus","phalanx, proximal","--","complete",NA,"fused proximal and distal","761PN phalanx1 Odocoileus v. complete pathology distinctive hook like spur on the inferior surface.","Femur.GL",NA,"Femur length"
"32114","Piedras Negras","EAP0629","PN-46F-31-3","","n/a","762PN","Chacalhaaz, late","810-830","Odocoileus virginianus","phalanx, proximal","--","complete",NA,"fused proximal and distal","","Femur.GL",NA,"Femur length"
"32115","Piedras Negras","EAP0629","PN-24B-3-2","","n/a","726PN","Chacalhaaz","A.D.750-850","Odocoileus virginianus","phalanx, proximal","--","complete",NA,"fused proximal and distal","","Femur.GL",NA,"Femur length"
"32116","Piedras Negras","EAP0629","PN-46F-27-6","","n/a","784PN","?","?","Odocoileus virginianus","ulna","left","segment",NA,"fused, size","784PN ulna Odocoileus v. inferior potion of olecranon, superior crest absent.","Femur.GL",NA,"Femur length"
"32117","Piedras Negras","EAP0629","PN-41D-19-2","","n/a","793PN","","","Odocoileus virginianus","phalanx, proximal","--","complete",NA,"size, very large","793PN phalanx1 Odocoileus v complete no date.","Femur.GL",NA,"Femur length"
"32118","Piedras Negras","EAP0629","PN-46F-27-6","","n/a","785PN","?","?","Odocoileus virginianus","radius","right","almost complete",NA,"some juvenile cortex is visible at neck","785PN radius Odocoileus v. proximal 80% only missing the distal articular surface.","Femur.GL",NA,"Femur length"
"32119","Piedras Negras","EAP0629","PN-23A-19-6","","n/a","797PN","Chacalhaaz","A.D.750-850","Odocoileus virginianus","calcaneum","left","almost complete",NA,"unfused prox, juvenile cortex","797PN calcaneus Artidactyl almost complete. Tag identifies this as Odocoileus, I am 90% sure this is a peccary. Superior crest is absent and GL is unavailable, shaft has a slight curve that is quite distinctive, texture of cortical bone is porous and without any of the ridging typical of Odocoileus.  Sample has been rebagged and tagged.  ","Femur.GL",NA,"Femur length"
"32120","Piedras Negras","EAP0629","PN-46F-2-2","","n/a","753PN","Chacalhaaz, Late","810-830","Mazama sp.","metacarpal","--","segment",NA,"fused distal condyles","753PN metacarpal Mazama a. distal 20% specimen is very small distal condyles are fused indicating at least two years of age.","Femur.GL",NA,"Femur length"
"32121","Piedras Negras","EAP0629","PN-46E-1-3","","n/a","707PN","Yaxche (A.D. 620-750=~A.D. 685)","630-810","Odocoileus virginianus","metacarpal","--","distal",NA,"","707PN metacarpal Odocoileus v. distal 50% iron staining.","Femur.GL",NA,"Femur length"
"32122","Piedras Negras","EAP0629","PN-46B-6-4","","n/a","791PN","Yaxche ","A.D.620-750","Odocoileus virginianus","phalanx","--","",NA,"","","Femur.GL",NA,"Femur length"
"32123","Piedras Negras","EAP0629","PN-46I-3-2","","n/a","770PN","Chacalhaaz, late","810-?","Odocoileus virginianus","phalanx, intermediate","--","complete",NA,"","","Femur.GL",NA,"Femur length"
"32124","Piedras Negras","EAP0629","PN-46I-4-6","","n/a","763PN","Yaxche","630-730","Odocoileus virginianus","phalanx, intermediate","--","complete",NA,"","","Femur.GL",NA,"Femur length"
"32125","Piedras Negras","EAP0629","PN-33F-28-6","","n/a","741PN","Chacalhaaz (A.D. 750 - 850 = ~A.D. 800)","A.D.750-850","Odocoileus virginianus","phalanx, intermediate","--","complete",NA,"","","Femur.GL",NA,"Femur length"
"32126","Piedras Negras","EAP0629","PN-46B-3-4","","n/a","710PN","Yaxche/Chacalhaaz (A.D. 620-850=~A.D. 735)","A.D.620-850","Odocoileus virginianus","phalanx, intermediate","--","complete",NA,"","","Femur.GL",NA,"Femur length"
"32127","Piedras Negras","EAP0629","PN-46B-3-4","","n/a","711PN","Yaxche/Chacalhaaz (A.D. 620-850=~A.D. 735)","A.D.620-850","Odocoileus virginianus","phalanx, intermediate","--","complete",NA,"","","Femur.GL",NA,"Femur length"
"32128","Piedras Negras","EAP0629","PN-47D-1-6f","","n/a","713PN","Abal (300 B.C. - A.D. 175 = ~100 B.C.)","300B.C.-A.D.175","Mazama sp.","phalanx, proximal","--","almost complete",NA,"","713PN phalanx1 Mazama a. complete. Minor erosion and root etching.","Femur.GL",NA,"Femur length"
"32129","Piedras Negras","EAP0629","PN-54A-2-5","","n/a","803PN","Yaxche","630-730","Odocoileus virginianus","phalanx, proximal","--","complete",NA,"","803PN phalanx2 Odocoileus v. complete.  Prominent muscle scars/attachments.","Femur.GL",NA,"Femur length"
"32130","Piedras Negras","EAP0629","PN-46F-20-4","","n/a","790PN","Yaxche (A.D. 620-750=~A.D. 685)","A.D.620-750","Odocoileus virginianus","phalanx, proximal","--","complete",NA,"","","Femur.GL",NA,"Femur length"
"32131","Piedras Negras","EAP0629","PN-46I-3-2","","n/a","769PN","Chacalhaaz, late","810","Odocoileus virginianus","phalanx, proximal","--","complete",NA,"","","Femur.GL",NA,"Femur length"
"32132","Piedras Negras","EAP0629","PN-46I-4-6","","n/a","764PN","Yaxche","630-730","Odocoileus virginianus","phalanx, proximal","--","complete",NA,"","764PN phalanx1 Odocoileus v. almost complete 1 of 2 minor erosion on this specimen should not impact measurements, second specimen is too degraded for useful recording.","Femur.GL",NA,"Femur length"
"32133","Piedras Negras","EAP0629","PN-40A-18-5","","n/a","742PN","","","Odocoileus virginianus","phalanx, proximal","--","complete",NA,"","742PN phalanx1 Odocoileus v. complete. There is no assigned date for this sample.  Some of the original documentation for this site’s dating has been lost (personal comm. Emery 2015). However, the bag containing this sample also had a Bos Taurus femur indicating this level is probably historical.  ","Femur.GL",NA,"Femur length"
"32134","Piedras Negras","EAP0629","PN-33E-18-2","","n/a","744PN","","","Odocoileus virginianus","phalanx, proximal","--","complete",NA,"","","Femur.GL",NA,"Femur length"
"32135","Piedras Negras","EAP0629","PN-46B-4-4","","n/a","708PN","Yaxche (A.D. 620-750=~A.D. 685)","A.D.620-750","Odocoileus virginianus","phalanx, proximal","--","complete",NA,"","708PN phalanx1 Odocoileus v. complete prominent muscle scaring.  ","Femur.GL",NA,"Femur length"
"32136","Piedras Negras","EAP0629","PN-46B-3-4","","n/a","709PN","Yaxche/Chacalhaaz (A.D. 620-850=~A.D. 735)","A.D.620-850","Odocoileus virginianus","phalanx, proximal","--","complete",NA,"","709PN Phalanx1 Odocoileus v. complete prominent muscle scaring.","Femur.GL",NA,"Femur length"
"32137","Piedras Negras","EAP0629","PN-46I-2-1","","n/a","712PN","Chacalhaaz, late","810-?","Odocoileus virginianus","phalanx, proximal","--","complete",NA,"","712PN Phalanx1 Odocoileus v. complete. More gracil than other specimens.","Femur.GL",NA,"Femur length"
"32138","Piedras Negras","EAP0629","PN-46D-3-2","","n/a","700PN","Chacalhaaz","730-830","Odocoileus virginianus","phalanx, proximal","--","almost complete",NA,"","700PN phalanx1 Odocoileus almost complete proximal medial corner absent no GL or Bp available.","Femur.GL",NA,"Femur length"
"32139","Piedras Negras","EAP0629","PN-54A-3-2","","n/a","805PN","Balche (A.D. 560 - 620 = ~A.D. 590)","A.D.560-620","Odocoileus virginianus","astragalus","left","",NA,"","805PN astragalus Odocoileus v. distal 75% superior portion broken GLl, GLm, LLMc, and Bp unavailable.  ","Femur.GL",NA,"Femur length"
"32140","Piedras Negras","EAP0629","PN-57A-5-2","","n/a","810PN","","","Odocoileus virginianus","astragalus","left","complete",NA,"","810PN astragalus Odocoileus v. complete extensive weathering no date listed.","Femur.GL",NA,"Femur length"
"32141","Piedras Negras","EAP0629","PN-49A-2-1","","n/a","775PN","","","Odocoileus virginianus","astragalus","left","",NA,"","","Femur.GL",NA,"Femur length"
"32142","Piedras Negras","EAP0629","PN-46I-3-3","","n/a","768PN","Chacalhaaz, late","810-?","Odocoileus virginianus","astragalus","left","almost complete",NA,"","","Femur.GL",NA,"Femur length"
"32143","Piedras Negras","EAP0629","PN-46F-31-3","","n/a","758PN","Chacalhaaz, late","810-830","Odocoileus virginianus","astragalus","left","complete",NA,"","758PN astragalus Odocoileus v. complete burned/calcined.  ","Femur.GL",NA,"Femur length"
"32144","Piedras Negras","EAP0629","PN-10F-2-4","","n/a","716PN","Yaxche ","A.D.620-750","Odocoileus virginianus","astragalus","left","complete",NA,"","","Femur.GL",NA,"Femur length"
"32145","Piedras Negras","EAP0629","PN-46F-20-4","","n/a","789PN","Yaxche (A.D. 620-750=~A.D. 685)","A.D.620-750","Odocoileus virginianus","calcaneum","left","complete",NA,"","","Femur.GL",NA,"Femur length"
"32146","Piedras Negras","EAP0629","PN-24C-13-3","","n/a","729PN","","","Odocoileus virginianus","calcaneum","left","proximal",NA,"","729PN calcaneus Odocoileus v inferior 50% fragment GD only.","Femur.GL",NA,"Femur length"
"32147","Piedras Negras","EAP0629","PN-24A-12-2","","n/a","730PN","","","Odocoileus virginianus","femur","left","proximal",NA,"","730PN femur Odocoileus v. proximal 10% femoral head Dp only.","Femur.GL",NA,"Femur length"
"32148","Piedras Negras","EAP0629","PN-24A-9-4","","n/a","736PN","Naba (A.D. 350 - 560 = ~A.D. 455)","A.D.350-560","Odocoileus virginianus","humerus","left","proximal",NA,"","736PN humerus Odocoileus v. distal 50%  one of two distal humeri in this bag listed as 1 of 2.","Femur.GL",NA,"Femur length"
"32149","Piedras Negras","EAP0629","PN-23E-45-1","","n/a","800PN","Chacalhaaz (A.D. 750 - 850 = ~A.D. 800)","A.D.750-850","Odocoileus virginianus","phalanx, intermediate","left","complete",NA,"","","Femur.GL",NA,"Femur length"
"32150","Piedras Negras","EAP0629","PN-23E-21-1","","n/a","724PN","Chacalhaaz","A.D.750-850","Mazama sp.","phalanx, proximal","left","complete",NA,"","724 PN phalanx1 Mazama a. complete.  Problematic match tag number looks like 23G not like 23E however there are a limited number of Mazama specimens listed and this is the closest match to the specimen.  ","Femur.GL",NA,"Femur length"
"32151","Piedras Negras","EAP0629","PN-23E-45-1","","n/a","801PN","Chacalhaaz (A.D. 750 - 850 = ~A.D. 800)","A.d.750-850","Odocoileus virginianus","phalanx, proximal","left","complete",NA,"","801PN phalanx1 Odocoileus v. almost complete.  Artefact! Distal end is perforated Bd is unavailable.","Femur.GL",NA,"Femur length"
"32152","Piedras Negras","EAP0629","PN-11A-5-5","","n/a","721PN","Naba/Balche","A.D.350-620","Odocoileus virginianus","radius","left","segment",NA,"","721PN radius Odocoileus v. proximal 50% much lighter than other samples in collection porcelain sheen possibly cooked though no burn marks. Intrusive?","Femur.GL",NA,"Femur length"
"32153","Piedras Negras","EAP0629","PN-49A-2-1","","n/a","776PN","","","Odocoileus virginianus","radius","left","",NA,"","776PN radius Odocoileus v.  distal 90% proximal articulation is present but refit is not viable for measurement.","Femur.GL",NA,"Femur length"
"32154","Piedras Negras","EAP0629","PN-46F-2-2","","n/a","752PN","Chacalhaaz, Late","810-830","Odocoileus virginianus","scapula","left","segment",NA,"","752PN scapula Odocoileus v. glenoid and scapular neck 30% minor abrasion of glenoid rim.  ","Femur.GL",NA,"Femur length"
"32155","Piedras Negras","EAP0629","","","n/a","715PN","","","Odocoileus virginianus","astragalus","R","almost complete",NA,"","715PN astragalus Odocoileus almost complete significant erosion particularly on the posterior medial edge.  Matching data sheet problematic—no provenienace number on specimen floatation sample in this bag was PN54A-3-3 no astragali in the data sheet has this number however description matches pn54A-3-2.","Femur.GL",NA,"Femur length"
"32156","Piedras Negras","EAP0629","PN-46F-16-4","","n/a","755PN","Chacalhaaz, Late","810-830","Odocoileus virginianus","astragalus","right","complete",NA,"","755PN astragalus Odocoileus v. almost complete significant weathering of medial and lateral surfaces.  ","Femur.GL",NA,"Femur length"
"32157","Piedras Negras","EAP0629","PN-46F-31-1","","n/a","757PN","Chacalhaaz, late","810-830","Odocoileus virginianus","astragalus","right","almost complete",NA,"","","Femur.GL",NA,"Femur length"
"32158","Piedras Negras","EAP0629","PN-4A-11-9","","n/a","718PN","Pom/Naba","A.D.175-560","Odocoileus virginianus","astragalus","right","",NA,"","718PN astragalus Odocoileus v. complete. The lateral side of this specimen seems rather gracile.  ","Femur.GL",NA,"Femur length"
"32159","Piedras Negras","EAP0629","PN-41A-15-2","","n/a","706PN","","","Odocoileus virginianus","astragalus","right","almost complete",NA,"","706PN astragalus Odocoileus v. almost complete.  ","Femur.GL",NA,"Femur length"
"32160","Piedras Negras","EAP0629","PN-6D-3-1","","n/a","719PN","Chacalhaaz","A.D.750-850","Odocoileus virginianus","calcaneum","right","complete",NA,"fused superior crest but line visible","719PN calcaneus Odocoileus v. 95% GD unavailable gracile superior crest’s suture is just barely visible.","Femur.GL",NA,"Femur length"
"32161","Piedras Negras","EAP0629","PN-33F-12-2","","n/a","738PN","Yaxche, Late","680-730/750","Mazama sp.","femur","right","central",NA,"","738PN femur Mazama a. shaft 80% SD only.  ","Femur.GL",NA,"Femur length"
"32162","Piedras Negras","EAP0629","PN-24C-7-3","","n/a","735PN","","","Odocoileus virginianus","femur","right","proximal",NA,"fused proximal but open","735PN femur Odocoileus v. proximal 20% femoral head and trochanter epiphysis fused but open.","Femur.GL",NA,"Femur length"
"32163","Piedras Negras","EAP0629","PN-47D-7-6e","","n/a","750PN","","","Odocoileus virginianus","radius","right","proximal",NA,"","750PN radius Odocoileus v. proximal 40% no date listed.  ","Femur.GL",NA,"Femur length"
"32164","Piedras Negras","EAP0629","PN-46F-2-2","","n/a","751PN","Chacalhaaz, Late","810-830","Odocoileus virginianus","radius","right","segment",NA,"","751PN Radius Odocoileus v. complete GL is refit all landmarks are recorded.","Femur.GL",NA,"Femur length"
"32165","Piedras Negras","EAP0629","PN-47D-1-6f","","n/a","714PN","Abal (300 B.C. - A.D. 175 = ~100 B.C.)","300B.C.-A.D.175","Mazama sp.","scapula","right","fragment",NA,"","714PN scapula Mazama a. glenoid only LG and Bg available.","Femur.GL",NA,"Femur length"
"32166","Piedras Negras","EAP0629","PN-24C-7-3","","n/a","720PN","","","Odocoileus virginianus","scapula","right","proximal",NA,"","720PN scapula Odocoileus v. 30% glenoid and scapula neck good preservation but considerable post excavation breakage more than 16 separate fragment in the bag with specimen.","Femur.GL",NA,"Femur length"
"32167","Piedras Negras","EAP0629","PN-46F-27-6","","n/a","786PN","","","Odocoileus virginianus","astragalus","","",NA,"","786PN astragalus Odocoileus complete. Not listed on sheet. No dates available.","Femur.GL",NA,"Femur length"
"32168","Piedras Negras","EAP0629","PN46F-12-1","","n/a","787PN","","","Odocoileus virginianus","astragalus","","",NA,"","787PN astragalus Odocoileus v. almost complete tag list it as mammal long bone does not match description of listed astragalus with that provenience number. Currently orphan.","Femur.GL",NA,"Femur length"
"32169","Punta de Chimino","EAP0659","","","n/a","510pc","Late Classic, Tepeu 2","","Odocoileus virginianus","radius","L","almost complete",NA,"epiphyses fused","510PC radius Odocoileus v. listed as almost complete in the bag 7 fragments, distal end intact proximal articulation splint longitudally, proximal measurements are refit GL unavailable.  ","Femur.GL",NA,"Femur length"
"32170","Punta de Chimino","EAP0659","","","n/a","503PC","Late Classic, Tepeu 2","","Odocoileus virginianus","calcaneum","R","complete",NA,"fused","503PC calcaneus Odocoileus v complete, superior crest fused.","Femur.GL",NA,"Femur length"
